sid,testname,testcode,price
142,Flowcytometry- CLL MRD panel,LDA10108,11500
143,Flowcytometry- Diagnostic ALCP & MRD Panel,LDA10104,19250
144,Flowcytometry- Multiple Myeloma MRD panel,LDA10107,11500
145,Follicular Lymphoma Panel    (IHC Marker),LDA10052,5050
146,FoundationOne CDx,LDA10328,260000
147,FoundationOne Heme for haematological  malignancies & Sarcomas,LDA10329,310000
148,"Gene Panel Maturity- Onset Diabetes of the Young (MODY) &
neonatal diabetes",LDA10425,37000
149,GIST Panel,LDA10435,40000
150,GIST Panel (IHC Marker),LDA10064,3850
151,Glioblastoma (Grade IV) Panel,LDA10141,21000
152,"Hairy Cell Leukaemia Panel
(Flowcytometry)",LDA10073,4850
153,hc2 Chlamydia DNA & Gonorrhoea DNA Test,LDA10036,1800
154,HCV RNA Quantitative RTPCR and HCV Genotyping combo,LDA10095,15050
155,Health Screen (Basic),LDA10058,1650
156,Health Screening (Comprehensive),LDA10057,2640
157,Healthy Bone Panel,LDA10208,2750
158,"Helper CD4 Cells Enumeration
(Flowcytometry)",LDA10077,950
159,Hepatitis A Diagnostic Panel,LDA10033,2000
160,Hepatitis Accuchek,LDA10212,5500
161,Hepatitis Autoimmune Profile,LDA10059,6660
162,Hepatitis B Infant Follow up Panel,LDA10034,490
163,Hepatitis-B Profile Comprehensive,LDA10007,4240
164,HIV Monitoring Panel,LDA10039,6700
165,Hormone Profile,LDA10060,2730
166,HPV DNA HR  - (Hybrid Capture 2) & LBC concurrent detection,LDA10034,3050
167,"HPV DNA HR & LR - (Hybrid Capture
2) & LBC",LDA10035,3850
168,"HPV DNA HR & LR + Chlamydia + N. Gonorrhoea DNA - (Hybrid Capture
2) + LBC",LDA10094,4850
169,HPV DNA HR & LR(High & Low Risk)test  - (Hybrid Capture 2),LDA10033,3300
170,Human Papillomavirus / HPV DNA HR & LR - (Hybrid Capture 2) & LBC,LDA10035,3850
171,"Human Papillomavirus / HPV DNA HR & LR + Chlamydia + N. Gonorrhoea DNA - (Hybrid Capture
2) + LBC",LDA10094,4850
172,"Human Papillomavirus / HPV DNA
HR & LR(High & Low Risk)test  - (Hybrid Capture 2)",LDA10033,3300
173,"Human Papillomavirus/ HPV DNA HR  - (Hybrid Capture 2) & LBC
concurrent detection",LDA10034,3050
174,Hypertension AssesLDAent Profile,LDA10211,1100
175,Ichthyosis gene panel,LDA10398,30000
176,IHC - Adenocarcinoma Vs. Mesothelioma,LDA10061,4000
177,IHC - Any 5 IHC Markers,LDA10072,5000
179,IHC - Breast Cancer Comprehensive Diagnosis Panel,LDA10098,7000
180,IHC - Breast Cancer Prognosis Panel (1B),LDA10043,3000
181,IHC - Breast Cancer Prognosis Panel (3A),LDA10046,4000
182,"IHC - Breast Prognosis Panel (Basic)
/ ER, PR",LDA10041,2200
183,IHC - Follicular Lymphoma Panel,LDA10052,5050
184,IHC - Large Cell Lymphoma Panel,LDA10053,5750
185,IHC - Lymphoma Basic Panel,LDA10050,6950
186,IHC - Melanoma Panel,LDA10060,1950
187,IHC - Neuroendocrine Tumours Panel,LDA10062,3850
188,IHC - NHL Immunophenotyping,LDA10049,5050
189,IHC - Round Cell Tumour(Adult),LDA10058,5050
190,IHC - Round Cell Tumours (Children),LDA10057,5050
191,IHC - Sarcoma Panel,LDA10063,5750
192,IHC - LDAall Cell Lymphoma Panel,LDA10054,5050
193,IHC - LDAindle Cell Tumours Panel,LDA10059,5050
194,IHC - Undifferentiated Tumor Panel- 1,LDA10055,4000
195,IHC - Undifferentiated Tumor Panel- 2,LDA10056,4000
196,IHC Final Diagnosis Panel,LDA10100,6500
197,Imerslund-Gräsbeck syndrome gene panel,LDA10307,43000
198,Immunoglobulin Profile,LDA10061,1580
199,ImuLife Bronze,LDA10251,19180
200,ImuLife Bronze Plus,LDA10252,20210
201,ImuLife Gold,LDA10255,37150
202,ImuLife Gold Plus,LDA10256,44650
203,ImuLife Silver,LDA10253,30410
204,ImuLife Silver Plus,LDA10254,31150
205,ImuPro Basic 90 trigger food items,LDA10438,25000
206,"ImuPro Complete 270 trigger food
items",LDA10436,43500
207,"ImuPro Screen+ 44 trigger food
items",LDA10439,15000
208,Imupro Vegetarian Diet,LDA10458,25000
209,"ImuProBasic+ 180 trigger food
items",LDA10437,35000
210,Infertility AssesLDAent Profile,LDA10189,2990
211,Infertility AssesLDAent Profile Comprehensive,LDA10203,6220
212,Jak2 Reflex panel,LDA10101,8250
213,Kallmann syndrome gene panel,LDA10302,43000
214,Large Cell Lymphoma Panel     (IHC Marker),LDA10053,5750
215,LBC Reflex to HR HPV,LDA101113,1650
216,LBx Multiorgan Somatic Mutation panel,LDA10399,150000
217,Leukaemia Cytochemistry Panel,LDA10053,1090
218,"Leukaemia Lymphoma
comprehensive panel",LDA10088,12100
219,Leukaemia Orientation panel,LDA10089,7150
220,Limb-girdle muscular dystrophy,LDA10458,14000
221,Lipid Profile (Basic),LDA10062,600
222,Lipid Profile (Extended),LDA10063,3250
223,Lipid Profile with LDL Direct,LDA10064,970
224,Liquid Biopsy Panel for Lung Cancer- 11 gene,LDA10414,60000
225,Liquid Bx. Cell Free Comprehensive Colon Cancer Panel,LDA10353,30000
226,Liquid Bx. Cell Free PAN RAS,LDA10354,25000
227,Lung Cancer LBx (NGS only) - Blood,LDA10397,75000
228,Lung Cancer LBx panel + PDL1 - Blood,LDA10396,85000
229,"Lung Cancer-Targeted Gene Panel with Rearrangement, Tumor",LDA10389,200000
230,Lymphoma Basic Panel(IHC Marker),LDA10050,6950
231,Lymphoma Comprehensive & Karyotype Combo,LDA10091,14400
232,Lymphoma Diagnostic Panel (Flowcytometry),LDA10072,11200
233,Lymphoma Panel by FISH,LDAI10065,12000
234,"LYMPHOMA/LEUKEMIA-
comprehensive gene panel for AML
, MDS , ALL & CLL",LDA10413,45000
235,Male Infertility Panel,LDA10204,3740
236,MDS evaluation panel,LDA10106,12000
237,MDS in-situ by FISH,LDA10092,9700
238,MDS prognostication and risk stratification gene panel,LDA10450,22000
239,Meckel Gruber syndrome gene panel,LDA10313,43000
240,"Melanoma Mutation Panel, (BRAF+
c-KIT)",LDA10173,15000
241,Melanoma Panel (IHC Marker),LDA10060,1950
242,Metabolic screen (Basic)-4 conditions,LDA10198,1210
243,"Metabolic screen -111 conditions
urine",LDA10201,4290
244,"Metabolic screen -119 conditions
urine",LDA10202,6160
245,Metabolic screen- TMS (47 disorders),LDA10214,3250
246,"Metabolic screen TMS + 6 + Hb ( CH, CAH, G6PD, CF, Galactosemia, Biotinidase, Sickle Cell Disease, Sickle Cell trait, Hb variants, B
thalassemia)",LDA10216,5890
247,"Metabolic screen TMS + 6  (CH,
CAH, G6PD, CF, Galactosemia and Biotinidase)",LDA10215,4790
248,Metabolic screen-11 conditions,LDA10200,2750
249,Metabolic screen-7 conditions,LDA10199,1850
250,MPN Molecular Panel,LDA10219,17000
251,"Multiple Myeloma FISH on enriched
PlaLDAa cells",LDAI10062,10500
252,Multiple Myeloma MRD panel,LDA10107,11500
253,Multiple Myeloma Panel (Flowcytometry),LDA10074,5150
254,Myositis Profile 11 antigens,LDA10481,12000
255,Neuro Oncology Panel,LDA10388,220000
256,Neuroendocrine Tumours Panel (IHC Marker),LDA10062,3850
257,NGS Cancer HotLDAot 50 gene Panel,LDA10284,33500
258,NGS Comprehensive Lung Panel,LDA10468,41000
259,NGS Lung Plus Panel,LDA10124,40000
260,NHL Immunophenotyping (IHC Marker),LDA10049,5050
261,Niemann-Pick disease gene panel,LDA10310,30000
262,Non-invasive Pre-natal test (NIPT),LDA10455,18000
263,Noonan syndrome gene panel,LDA10473,35000
264,NSCLC  (Non-LDAall cell lung cancer) Panel:2,LDA10030,17000
265,NSCLC (Non-LDAall cell lung cancer) Panel:1,LDA10029,15500
266,NSCLC Express Panel 7,LDA10466,55000
267,NSCLC Panel 3,LDA10217,20500
268,NSCLC Panel 4,LDA10218,20500
269,NSCLC Panel 5,LDA10123,36000
270,NSCLC Panel 8,LDA10469,38000
271,Obesity Package,LDA10186,1270
272,Ovarian Cancer Panel,LDA10183,3200
273,PCOD Profile Extended,LDA10205,4030
274,PhoLDAholipid Syndrome Panel,LDA10002,4240
275,"PNH Comprehensive Work Up
(Flowcytometry)",LDA10084,4850
276,"PNH Diagnostic Panel (PolymoLDAhs)
(Flowcytometry)",LDA10071,3050
277,"PNH Diagnostic Panel(LDAs)
(Flowcytometry)",LDA10070,3050
278,PNH With  Flear  (Flowcytometry),LDA10083,3650
279,"Polycystic kidney disease gene panel (ALDAKD PKHD1/ADPKD PKD1
& PKD2)",LDA10314,38500
280,Polycystic Ovarian disorder(PCOD) profile,LDA10175,1870
281,PLDAary immunodeficiency gene panel - By NGS,LDA10459,30000
282,PLDAary immunodeficiency screening panel,LDA10097,6600
283,Prostate LDAecific Antigen Profile,LDA10206,1500
284,Protein C and Protein S functional Assay,LDA10504,9350
285,Retinal degeneration gene panel,LDA10461,30000
286,"Rett Syndrome comprehensive gene panel, NGS",LDA10437,30000
287,ROMA (HE4 + CA125)/Ovarian cancer Panel,LDA10183,3200
288,Round Cell Tumour(Adult) (IHC Marker),LDA10058,5050
289,Round Cell Tumours (Children) (IHC Marker),LDA10057,5050
290,Sarcoma Panel (IHC Marker),LDA10063,5750
291,Scleroderma Panel,LDA10474,7000
292,LDAall Cell Lymphoma Panel (IHC Marker),LDA10054,5050
293,LDAindle Cell Tumours Panel (IHC Marker),LDA10059,5050
294,Surrogacy Panel,LDA10207,5000
295,T B NK cell lymphocytes subset analysis,LDA10096,3700
296,"T, B Myeloid & Karyotype Combo Panel",LDA10007,10150
297,TB Confirmatory Test,LDA10012,4750
298,TB Diagnosis & Drug Resistance (Reflex),LDA10162,3000
299,TB Screen,LDA10048,1160
300,Thalassemia Profile,LDA10049,2200
301,Thrombophilia profile,LDA10180,15950
302,Thyroid Antibodies Profile,LDA10003,2310
303,Thyroid Profile Free,LDA10065,800
304,Thyroid Profile Free-ultra sensitive,LDA10066,990
305,Thyroid Profile Total,LDA10067,660
306,Thyroid Profile Total- ultra sensitive,LDA10068,760
307,TMA + AFB Culture,LDA10016,4600
308,TMA + MOTT Differentiation,LDA10013,9700
309,TMA+ MDR Sure panel,LDA10090,8800
310,Torch IgG Avidity Panel,LDA10054,3390
311,"TracQ - C Duo (TracQ - C, GenochecQ - C)",LDA10095,15050
312,Tridot Panel,LDA10016,1500
313,Undifferentiated Tumor Panel-1 (IHC Marker),LDA10055,4000
314,Undifferentiated Tumor Panel-2 (IHC Marker),LDA10056,4000
315,Viral CNS Panel,LDA10432,8500
316,Viral CNS Panel (any 2 virus),LDA10416,10000
317,Whole Exome Sequencing- Advanced by NGS,LDA10420,100000
318,Whole Genome Sequencing- Advanced,LDA10422,150000
